,news_headline,news_article,news_category
786,J&K DDC election result trends show Gupkar Alliance leading over BJP,"With the counting of votes underway for the 280 seats in the Jammu and Kashmir District Development Council (DDC) polls, the Peoples Alliance for Gupkar Declaration (PAGD) is holding a lead over BJP. The PAGD alliance is leading in 71 seats whereas BJP is leading in 48. Congress is leading in 19 seats and has bagged four seats so far.",politics
787,Will consider framing CAA rules after COVID vaccination starts: Shah,"Home Minister Amit Shah on Sunday said the rules of the Citizenship (Amendment) Act were yet to be framed as such a huge process could not be conducted during the coronavirus pandemic. He added, ""As soon as (COVID-19) vaccination starts and corona cycle breaks, we will consider it."" The Home Minister was speaking at a press conference in West Bengal.",politics
788,BJP MP Babul Supriyo calls Prashant Kishor 'expert' after 'double digits' remark,"Following political strategist Prashant Kishor's remark that BJP will ""struggle to cross double digits"" in Bengal polls 2021, BJP MP Babul Supriyo said, ""Very happy that an 'expert' who can make such 'statement' is leading...Mamata Banerjee's poll campaign."" BJP's Bengal in-charge Kailash Vijayvargiya said India will have to lose an ""election strategist after BJP forms government in Bengal"".",politics
789,Payment to women for their work at home if voted to power: Haasan,"Unveiling his party Makkal Needhi Maiam's ""Governance and Economic Agenda"" for the 2021 Tamil Nadu Assembly Elections, Kamal Haasan promised homemakers ""payment"" for their work at home if he gets voted to power. ""Women will break through glass ceilings by opportunities provided to them by MNM government,"" he added. Haasan also promised high-speed internet to households if voted to power.",politics
790,Cong should contest BMC 2022 polls independently: Party's Mumbai chief,"Newly-elected Mumbai Congress President Ashok Arjunrao Jagtap suggested on Sunday that the party contest all 227 seats in Brihanmumbai Municipal Corporation polls in 2022. ""Seat-sharing is a difficult task,"" he further said. ""Even when we were in power for 15 years in an NCP alliance, we always fought BMC polls independently and this should be followed even now,"" Jagtap added.",politics
791,BJP is misusing powers of Centre to destabilise Bengal govt: NCP,"Following transfer of three IPS officers from Bengal, NCP National Spokesperson Nawab Malik has sided with CM Mamata Banerjee saying that BJP is ""misusing powers"" to ""destabilise Bengal government"". Terming the transfer as ""serious"", he added, ""Mamata Banerjee and Sharad Pawar have discussed the matter."" ""Mr Pawar will discuss the issue with leaders of other parties also,"" Malik further said.",politics
792,"TMC will be gone by May, I have vaccine for TMC virus: Dilip Ghosh","West Bengal BJP president Dilip Ghosh on Monday said, ""I know TMC will be gone from Bengal in May next year. I have the vaccine for TMC virus."" ""Just like coronavirus, TMC wasn't able to do anything to me. But we have a vaccine for coronavirus, though we don't know when it'll be gone for good,"" the minister added.",politics
793,Kerala to hold special Assembly session to discuss new farm laws,"Kerala Finance Minister Thomas Isaac on Monday said, ""Kerala Cabinet decided to convene a special session of the Legislative Assembly on December 23...to discuss and reject the controversial farm laws."" ""Kerala [is] in total solidarity with the farmers' struggle,"" he added. Kerala CM Pinarayi Vijayan had earlier said that the government was exploring legal options against the bills.",politics
794,Sisodia reaches Lucknow to debate on AAP vs BJP governance model,"Delhi Deputy CM Manish Sisodia, on Tuesday, reached Lucknow for an open debate to speak for Delhi CM Arvind Kejriwal's model of governance against UP CM Yogi Adityanath's model. ""BJP leaders have gotten perturbed ever since Arvind Kejriwal made an announcement that AAP is going to fight the upcoming Uttar Pradesh elections,"" Sisodia said.",politics
795,Situation of 'committing suicide' by merging with BJP hasn't come: Kumaraswamy,"JD(S) chief and former Karnataka CM HD Kumaraswamy took to Twitter on Sunday to write that the situation of ""committing suicide"" by merging the party with BJP hasn't yet come. ""There's no tacit understanding with BJP,"" he tweeted. ""At the most we may extend an issue-based support to BJP if need be,"" he further wrote in another tweet.",politics
796,Singer Guru Randhawa's team issues statement over Mumbai pub COVID-19 rule breach,"Guru Randhawa's team has issued a statement after the singer was booked for violating COVID-19 rules at a Mumbai pub. ""Guru Randhawa...deeply regrets the unintentional incident...Unfortunately, he wasn't aware of local authorities' decision of night curfew,"" it read. ""He promises to comply with government guidelines and protocols by taking all precautionary measures in the future,"" it added.",entertainment
797,Party nahi chalegi till 6 in the morning: Police on catching celebs at pub at 3 am,"After celebrities like Suresh Raina and Guru Randhawa were caught at a nightclub in Mumbai's Andheri at 3 am following a raid, the Mumbai Police tweeted, ""Party (Nahin) Chalegi Till Six In The Morning!"" It added, ""Action has been initiated against 34 people, out of which 19 were from Delhi and Punjab, including some celebrities #NewNormal.""",entertainment
798,"Cricketer Yuzvendra Chahal marries YouTuber Dhanashree Verma, shares pics","Team India leg-spinner Yuzvendra Chahal got married to YouTuber and choreographer Dhanashree Verma on Tuesday. The 30-year-old took to Instagram to share pictures from the wedding and wrote, ""We started at 'Once upon a time' and found 'Our happily ever after', coz finally, #DhanaSaidYuz for infinity and beyond!"" The duo had got engaged in August this year.",entertainment
799,Actress Rakul Preet tests positive for coronavirus,"Actress Rakul Preet took to Instagram on Tuesday to share that she has tested positive for coronavirus. ""I've quarantined myself. I am feeling fine and will rest up well so that I can be back at shoot soon,"" she stated. ""[I] request everyone who met me to kindly get yourself tested. Thank you and please stay safe,"" Rakul added.",entertainment
800,"Sussanne Khan issues clarification on Mumbai pub raid, says no arrests were made","Sussanne Khan issued clarification over reports that she was arrested for COVID-19 rule breach after a late-night police raid at a Mumbai pub. She said guests were asked to wait for three hours as authorities and management sorted things out. ""We were finally allowed to leave at 6 am...The speculation...that there were arrests made are completely incorrect,"" she added.",entertainment
801,A director apparently from south asked me to sleep with him: Actress Donal Bisht,"TV actress Donal Bisht, who has starred in shows 'Roop- Mard Ka Naya Swaroop', 'Dil Toh Happy Hai Ji' and 'Laal Ishq', told Mumbai Mirror she once faced casting couch. ""A filmmaker, who was apparently from the south film industry, asked me to sleep with him for a role,"" she stated. ""I immediately filed a police complaint,"" she added.
",entertainment
802,"Anubhav Sinha, Sudhir Mishra to come together for a thriller film: Reports","Anubhav Sinha, who has directed films like 'Thappad', 'Article 15' and 'Mulk', will reportedly unite with 'Hazaaron Khwaishein Aisi' director Sudhir Mishra for a ""quirky, edge-of-the-seat thriller"" film. It'll be directed by Sudhir and produced under the banner of Anubhav's Benaras Media Works, reports added. They're in talks with a few A-list actors for the yet-to-be-titled film, reports said.",entertainment
803,Big B shares childhood pic with mom on her death anniversary,"Amitabh Bachchan took to social media to remember his mother, Teji Bachchan, on her death anniversary. The actor shared an old picture of himself with his brother and late mother. He wrote, ""That very special day when you simply had to get photographed. Ma, younger brother and moi...you wanted to show off your very first bush shirt.""",entertainment
804,I have posed as Zooey Deschanel to get into LA clubs: Katy Perry,"During an Instagram Live session, singer Katy Perry said that she has posed as actress Zooey Deschanel to get into Los Angeles clubs. ""When I first got to LA, I had no money...sometimes I would pose as you (Zooey) to get into [clubs],"" Katy added. ""I'm sorry if I misrepresented you, I wanted to say that now,"" she further said.",entertainment
805,I've always been against it: Anurag on censorship on OTT platforms,"Speaking about possible censorship of content on digital platforms, filmmaker Anurag Kashyap said during an interview, ""I've always been against any kind of censorship. I...believe there shouldn't be censorship and people should have their own thought process"". Commenting on the same, Anurag's 'AK vs AK' co-star Anil Kapoor said, ""There should be a kind of a balance...censorship should be there"".",entertainment
806,"TV actors Mohit Malik, Aditi Malik to welcome their first child","TV actors Mohit Malik and Aditi Shirwaikar Malik revealed that they're expecting their first child and told Times Of India that the baby is due in May next year. Sharing the news on Instagram, Mohit shared a picture with his pregnant wife and wrote, ""As we grow from 2 to 3. It makes my belief...stronger that we are 1."" ",entertainment
807,I was told to hide being a mother: Swastika Mukherjee,"Actress Swastika Mukherjee, who made her debut in 2001 with 'Hemanter Pakhi', has revealed that she was told to hide being a mother so that the audience finds her ""desirable"". She said, ""A lot of people in the industry, mostly men, would tell me, 'Don't tell people you've...child' because it's difficult for a woman to become...heroine if people know you're...mother.""",entertainment
808,I get scared when people say 'she's at her career-best': Taapsee,"Actress Taapsee Pannu said in an interview that she gets scared when people say that she is at her career-best. ""It's scary because then you feel there is going to be a decline. If you reach the peak, the only way ahead is to come down...that's a crazy thought,"" she added. Taapsee was last seen in Anubhav Sinha's 'Thappad'.",entertainment
809,It was extremely challenging: Arjun Rampal on shooting amid COVID-19,"Actor Arjun Rampal has said shooting for his upcoming film 'Nail Polish' amid the coronavirus pandemic was ""extremely challenging"". Arjun, whose co-actors Manav Kaul and Anand Tiwari tested positive for the virus, added, ""Re-gathering ourselves and braving the situation, we had all the experiences. The best feeling was fighting through all these times and finishing what we had started.""",entertainment
810,It was a huge responsibility: Director Ali on 3 yrs of Tiger Zinda Hai,"Director Ali Abbas Zafar, while talking about his film 'Tiger Zinda Hai' which completed three years of release on Tuesday, said that it was a huge responsibility because the first instalment, 'Ek Tha Tiger', was a huge hit. ""I'm very thankful to God and the audience for making 'Tiger Zinda Hai' one of the biggest blockbusters,"" he added. ",entertainment
811,Wasn't surprised: Chris Pine on Steve's return in Wonder Woman 1984,"Actor Chris Pine said he wasn't surprised when he found out that his character Steve Trevor, who died in the 2017 film 'Wonder Woman', was returning in the sequel. ""I was aware of it...I was excited to jump back in...In the second iteration, Steve is...curious and excited. In many ways like Diana was in the first one,"" he said.",entertainment
812,Cannot imagine how we'd have survived pandemic without digital platforms: Swara,"Actress Swara Bhasker has said she's grateful for the emergence of OTT platforms and added, ""I cannot imagine how we'd have survived the pandemic without internet and digital platforms."" Swara, who starred in web shows like 'Bhaag Beanie Bhaag' and 'Rasbhari', further said, ""It's been a strangely blessed year where despite...pandemic I've seen such success and warmth from the audiences.""",entertainment
813,All rubbish was being offered to me: Vidya Malavade on taking break from films,"Vidya Malavade, who starred in film 'Chak De! India', talked about her absence from films and said, ""I...kept saying no to projects...because all rubbish was being offered to me."" She added that she doesn't want to do any film for money. ""I'm not doing it for anything but for me to feel that magic of a good performance,"" Vidya said.",entertainment
814,"Singer Jazzy B arrives at Singhu border, extends support to farmers","Indian-Canadian singer Jazzy B on Tuesday reached Singhu border to extend his support to farmers who are protesting against the farm laws. ""These farmers' dharnas are having an impact abroad as well,"" Jazzy B said. He added that the protesting farmers, especially the youth, should not do anything wrong that ""would bring disrepute to the peasant movement"".",entertainment
815,Hrithik Roshan praises Dimple Kapadia's performance in 'Tenet',"Hrithik Roshan took to Instagram Stories on Tuesday to praise Dimple Kapadia's performance in 'Tenet'. He wrote, ""Hers is unmistakably one of the best performances by an Indian actor in an international film. Just brilliant!!!!"" Hrithik added, ""The charm, the power, the poise, the seductive eyes, Dimple aunty you are something else!"" The film is directed by Christopher Nolan.",entertainment
816,"Will hopefully get married next yr, it'll be a small affair in Himachal: Vikrant","Actor Vikrant Massey, while talking about his wedding with Sheetal Thakur, said, ""Unfortunately, COVID-19 has really reshuffled our plans. Hopefully, next year for sure."" ""When is something we will have to work around it,"" he added. ""It will be a small affair in Himachal, mine and Sheetal's native place,"" Vikrant further said.",entertainment
817,I'm blessed that people think me worthy to offer varied roles: Abhishek,"Abhishek Bachchan said he is blessed that people think him ""worthy enough to offer a varied spectrum of roles"". ""For example, 'Breathe', 'Ludo', 'Bob Biswas' and 'Big Bull'...four films that I have done this year...all of these are so different from each other,"" he added. ""This year has taught me to prioritise what I really want to do,"" Abhishek stated.",entertainment
818,I tell myself to choose films that help me tap into a different side of me: Amit,"Amit Sadh, who has starred in films like 'Shakuntala Devi' and 'Super 30', has said he wants to try new genres and characters. ""I constantly tell myself to choose films and characters that help me tap into a different side of me,"" he added. ""I want to be...part of films that shape me both as...human being and as...actor,"" said Amit.",entertainment
819,I hope I never let my fans down: Sood on temple built in his honour,"A temple has been built in honour of Sonu Sood in Maddur Mandal of Siddipet district in Telangana. Reacting to the same, Sonu, who has been helping people amid the coronavirus pandemic, said, ""I don't think I've done anything to deserve this kind of love...from...people."" He added, ""[Want] to thank my fans in Telangana...I hope I never let them down.""",entertainment
820,I love the fact that I can focus solely on myself: Krishna Shroff on singlehood,"Actor Tiger Shroff's sister Krishna Shroff, who announced her separation from boyfriend Eban Hyams in November, spoke about her singlehood phase and said, ""It's actually been amazing."" She added, ""I love the fact that I can focus solely on myself and my businesses now without any distractions or the drama a relationship tends to bring."" ",entertainment
821,NEXA gets India’s 1st multi-financier online car finance: Maruti Suzuki,"Maruti Suzuki India Limited has announced the launch of multi-financier 'Smart Finance' service for NEXA customers across 30 cities. With this, it has become India's 1st car OEM to offer online, end-to-end car finance services, Maruti Suzuki mentioned. The platform offers one-stop convenience with option to compare loan offerings from multiple financiers, enabling customers to make an informed choice.",automobile
822,Our safety innovations have saved over a million lives: Volvo,"Volvo has said that the seatbelt, the speed limit and every other feature unique to its cars has contributed to saving millions of lives. ""Volvo Cars has been a leader in the field of car safety for decades,"" the company added. Volvo further said that with the coming year 2021, it'll begin its journey to save a million more lives.",automobile
823,Own a car without buying it : Revv Subscriptions,"You can now drive a new car every month as Revv provides the option to subscribe to your favourite car for 1-36 months with ₹0 down payment, ₹0 road tax and without the hassle of maintenance and service. The car will be sanitized and delivered to your doorstep ensuring complete safety for you and your loved ones.",automobile
824,Musk reveals he tried selling Tesla to Apple but Tim Cook refused a meeting,"Tesla CEO Elon Musk revealed that he once approached Apple CEO Tim Cook to discuss the possibility of the iPhone maker acquiring Tesla for a tenth of its current value, indicating a valuation of about $60 billion. ""He refused to take the meeting,"" he added. Musk said he had contacted Cook during the ""darkest days"" of development of Model 3.",automobile
825,Elon Musk only $20 billion away from becoming the world's richest person,"Tesla CEO Elon Musk is now only $20 billion away from becoming the world's richest person overtaking Amazon CEO Jeff Bezos, according to Bloomberg. The 49-year-old's net worth jumped almost $9 billion to $167.3 billion on Friday as Tesla shares soared. He has added nearly $140 billion this year, which is more than the entire net worth of Bill Gates.",automobile
826,Mahindra's South Korean unit SsangYong files for bankruptcy,"Mahindra & Mahindra's South Korean subsidiary SsangYong Motor Company has filed for bankruptcy after it defaulted on loan repayment of about ₹400 crore. SsangYong has also applied for an autonomous restructuring support programme, which gives the automaker up to three months to negotiate with stakeholders to resolve issues. Mahindra acquired SsangYong from near-insolvency in 2010.",automobile
827,"Auto industry lost ₹2,300cr a day in lockdown: Parliamentary panel","The automotive industry suffered ₹2,300 crore loss per day during the COVID-19 lockdown, according to a parliamentary panel report submitted to Rajya Sabha Chairman M Venkaiah Naidu. The sector witnessed an estimated job loss of about 3.45 lakh, the report said. All major original equipment manufacturers (OEM) cut down their production by 18-20% due to low demand, it added.",automobile
828,Musk asks Tesla staff to push output to max possible through Dec: Report,"Tesla CEO Elon Musk has sent an email to workers encouraging them to push output to the maximum possible through December, Bloomberg reported. ""We are fortunate to have the high-class problem of demand being quite a bit higher than production this quarter,"" the report quoted Musk. The company has a target of delivering 5 lakh cars this year.",automobile
829,Tesla asked to give ₹1 cr to used car buyer for hiding damage in China,Tesla was ordered by a Chinese court to pay over ₹1 crore to the buyer of a used Model S car after concluding it concealed structural damage on the vehicle it sold on its official website. It was reportedly discovered part of the vehicle had been cut and welded back together. Tesla will appeal the ruling to a higher court.,automobile
830,Apple moves self-driving car unit under exec who oversees Siri: Report,"Apple has moved its self-driving car unit under the leadership of John Giannandrea, Senior Vice President of Machine Learning and AI Strategy, who also oversees the development of Apple's virtual assistant Siri, Bloomberg reported. Apple began working on its autonomous car project, known as Titan, in 2014. CEO Tim Cook in 2017 called autonomous systems ""mother of all AI projects"". ",automobile
831,US startup claims to have made 1st 'no charging' solar EV,"US-based Aptera Motors has introduced the ""first solar electric vehicle"" that requires ""no charging"" for most daily use and has a range of up to over 1,600 kilometres per full charge. Every Aptera is designed to harvest enough sunlight to travel over 17,702 kilometres per year in most regions. Liquid-cooled electric motors propel Aptera from 0-100 kilometres/hour in 3.5 seconds.",automobile
832,Apple aiming to produce self-driving car by 2024: Report,"Apple is aiming for a 2024 launch for its self-driving passenger vehicle that could include its own breakthrough battery technology, Reuters reported. Apple's automotive unit, codenamed Project Titan, was started in 2014 with a former Tesla executive at its helm. Apple is also reportedly working on a new battery that would increase the vehicle’s range and also be ""radically"" cheaper.",automobile
833,Amazon's Zoox unveils autonomous EV that can travel both ways,"Amazon-owned self-driving car platform Zoox has unveiled a fully autonomous electric vehicle with no steering wheel which can travel in either direction. Equipped with two battery packs, the four-seater robotaxi can run for 16 hours on a single charge and can attain a maximum speed of 120 kmph. CEO Aicha Evans said Zoox plans on launching an app-based ride-hailing service.",automobile
834,Tesla teams to visit Indonesia to discuss investment in EV components,"Tesla will send delegations to Indonesia next month to discuss potential investment in a supply chain for its electric vehicles. Government officials and Tesla CEO Elon Musk have discussed investment opportunities in Indonesia over a call. Indonesia earlier pointed out it has the ""biggest"" nickel reserves. Musk plans to offer a ""giant contract for a long period of time"".",automobile
835,"Apple CFO, Apple's ex-design chief candidates for Ferrari CEO: Report","Apple CFO Luca Maestri and former Chief Design Officer Jony Ive are reportedly candidates to be Ferrari's next CEO, Reuters reported. Ferrari CEO Louis Camilleri announced his retirement earlier due to ""personal reasons"". Former Vodafone CEO Vittorio Colao was allegedly in the running for the position too, but Reuters said a source close to Colao has called the claim ""groundless"".",automobile
836,Baidu becomes 1st to get fully driverless road tests permit in Beijing,"Baidu has become the first to receive permits by the Beijing transportation authorities for five of its vehicles to conduct fully driverless road tests. It plans to remove safety drivers from test vehicles after gradually reducing human intervention. However, a remote safety operator will still be able to take control in an emergency via Baidu's 5G Remote Driving Service.",automobile
837,"Honda recalls 737,000 Accord, Insight cars in US over software flaw","Honda is recalling 737,000 Accord gas and hybrid cars from 2018 to 2020 and Insight hybrid cars from 2019 to 2020 after discovering a glitch in its software. The programming flaw in its control computer can cause the rear camera, turn signals and windshield wipers to malfunction. The move comes as part of a larger recall of 1.79-million cars worldwide.",automobile
838,Bajaj Auto to set up ₹650 crore manufacturing unit in Maharashtra,"Bajaj Auto has said that it will invest ₹650 crore to set up a manufacturing plant in Maharashtra's Chakan. The facility is expected to start production in 2023 and will be utilised for manufacturing high-end KTM, Husqvarna and Triumph motorcycles, and electric vehicles, the automaker added. Bajaj Auto signed an MoU with the state government for the same. ",automobile
839,"Ola eyeing sites in India, Europe to build charging stations: Report","Ride-hailing platform Ola is looking for multiple sites across India and Europe to build a network of charging stations for electric two-wheelers, PTI reported quoting sources. The charging stations will allow customers to charge their vehicles and they'll address concerns around charging requirements. Ola recently said it'll invest ₹2,400 crore to set up an electric scooter factory in Tamil Nadu.",automobile
840,Tesla shares fall 6% in first day of trading on S&P 500 index,"Elon Musk-led Tesla's shares on Monday dipped as much as 6.3% in pre-market trading in its first day of trading on the S&P 500 index. Tesla, which is the most valuable company to be added to the benchmark index, will account for 1.69% of the S&P 500. Tesla's shares have soared over 700% so far in 2020.",automobile
841,Tesla to raise $5 billion as market cap crosses $600 billion,"Elon Musk-led Tesla on Tuesday announced that it will be raising $5 billion, marking its second capital raise in the last three months. The additional shares will be sold ""from time to time"" and ""at-the-market"" prices. Its shares are up nearly 670% this year with its market capitalisation crossing $600 billion. Tesla will join S&P 500 index later this month.",automobile
842,"Tesla to shut down production of Model S, X for 18 days: Report","Elon Musk-led Tesla will shut down the production of its high-end Model S and Model X electric vehicles from December 24 to January 11 in Fremont, California, CNBC reported. Employees will be given a full week's pay along with few paid holidays. Deliveries of these models amounted to only 11% of total vehicle deliveries during Tesla's third quarter of 2020.",automobile
843,Fiat Chrysler to invest $150 mn to set up digital hub in Hyderabad,"Fiat Chrysler Automobiles (FCA) has said it will invest $150 million to set up a global digital hub in Hyderabad. The investment will help create nearly 1,000 jobs by the end of 2021. ""One of the key objectives...is to digitalise every aspect of FCA's automotive operations globally and within India,"" Mamatha Chamarthi, CIO for North America and Asia-Pacific region, said.",automobile
844,Mahindra's Korean unit SsangYong defaults on $55 million loan,"Automaker Mahindra & Mahindra's South Korean unit SsangYong Motor Company has defaulted on loan repayment of about $55 million. Around $27.5 million was owed to Bank of America, $18.3 million to JP Morgan Chase and $9.1 million to BNP Paribas on December 14. Mahindra has been looking for a buyer for all or most of its 75% stake since June.",automobile
845,Honda shuts 23-year-old car unit in UP's Greater Noida,"Honda Cars India has decided to shut its plant in Uttar Pradesh's Greater Noida, which was set up in 1997, reports said. However, the plant will continue to have its research and development set-up, spare parts division and corporate office. The automaker will rely on its facility in Rajasthan to roll out its entire product range in India, reports added.",automobile
846,ISRO successfully launches India's 42nd communication satellite CMS-01,"The ISRO on Thursday successfully launched India's 42nd communication satellite from Satish Dhawan Space Centre (SDSC) SHAR, Sriharikota. The PSLV-C50 launch vehicle put the communication satellite CMS-01 in orbit, that will provide coverage for disaster management and satellite internet connection. It's the first one in a new series of communication satellites after the INSAT and the GSAT series.",science
847,Indian-American Raja Chari selected by NASA to fly to ISS on SpaceX mission,"Indian-American astronaut Raja Chari has been selected by NASA alongside two other astronauts to fly to the International Space Station (ISS) on SpaceX Crew-3 mission in 2021. It'll be the first spaceflight for Chari and Matthias Maurer, and the third for NASA astronaut Tom Marshburn. Raja Chari is the only Indian-American among 18 astronauts selected for NASA's Moon mission.",science
848,NASA shares pic of Jupiter-Saturn's 'Great Conjunction' as seen from Moon,"The NASA's official account about Earth's Moon shared a picture of the 'Great Conjunction' of planets Jupiter and Saturn as seen from the Moon. ""Unlike Sun, that's no star, it's two planets! #TheGreatConjunction looks great from the Moon!"" it captioned the picture. On Monday night, Saturn and Jupiter were the closest in the sky in nearly 400 years.",science
849,Dinosaur fossil found in Brazil reveals new chicken-sized species,"Paleontologists have discovered a chicken-sized dinosaur species with a mane of hair down its back and stiff ribbon-like structures projecting from its shoulders. The dinosaur, Ubirajara jubatus, is believed to have lived around 110 million years ago in northeastern Brazil. ""There are...strange dinosaurs, but this one is unlike any of them,"" said professor David Martill, who helped lead the study.",science
850,'World's ugliest orchid' featured in Kew's list of 2020's top 10 discoveries,"Gastrodia agnicellus, nicknamed the 'ugliest orchid in the world', has featured in Kew's list of the top 10 discoveries of the year. The orchid depends on fungi for nutrition and has no leaves or any other photosynthetic tissue. As many as 156 plant and fungal species were named by Royal Botanic Gardens, Kew, and partners worldwide in 2020.",science
851,"Flies turn into 'zombies' when infected by new fungi species, scientists discover","Scientists in Denmark have discovered two new fungi species that 'zombify' flies and eject spores out of a large hole in the insect's abdomen ""like small rockets"". The fungi bore holes in the host but keep it alive with an amphetamine-like substance. The flies then buzz around for days, sprinkling more spores on other victims.",science
852,Kangaroos can ask humans for help with their gaze: Study,"Kangaroos can learn to communicate with humans, a behaviour that was previously thought to be reserved for domesticated animals like dogs, by using their gaze to ""point"" and ask for help, a study revealed. It involved 11 kangaroos that lived in captivity. Ten of the 11 kangaroos gazed at researchers when they were unable to open a box with food.",science
853,"How close will Jupiter, Saturn come today in 400 yrs & how can people watch it?","On Monday night, Jupiter and Saturn will be at their closest separation in the sky since 1623 at 0.1° apart. ""To see the Great Conjunction, look toward the southwest after sunset: it doesn't matter where on Earth you are!"" tweeted astronomer Dr James O'Donoghue. ""Find a spot with...unobstructed view of the sky, such as a field or park,"" said NASA.",science
854,"NASA shares pic of Himalayan mountains, Delhi's city lights captured from space ","NASA took to Instagram to share a picture of snow-covered Himalayan mountains and Delhi's city lights captured from space. ""The bright city lights of New Delhi, India, and Lahore, Pakistan, are...visible below the faint, orange airglow of atmospheric particles reacting to solar radiation,"" NASA wrote. Reacting to the picture, a user wrote, ""This is so beautiful.""",science
855,"57,000-year-old wolf cub found preserved in Canada with skin, fur intact","A preserved wolf cub, estimated to be about 57,000-years-old, was found buried under permafrost in Canada by a gold miner in 2016, researchers said in a study published on Monday. ""This mummy...has basically got all her skin, most of her fur...soft tissues present,"" they added. The female cub is ""the oldest, most complete wolf that's ever been found"", researchers said.",science
856,"30,000 tremors hit Antarctica in 3 months: Scientists","More than 30,000 tremors have rocked Antarctica since the end of August, scientists at University of Chile said. The small earthquakes were detected in Bransfield Strait, an ocean channel between South Shetland Islands and Antarctic Peninsula. Several tectonic plates and microplates meet near the strait, leading to frequent rumbling, but the past three months have been unusual, scientists said.",science
857,"Jupiter and Saturn come closest in night sky after 397 years, pics go viral","Jupiter and Saturn came closer than any time in 397 years on Monday night in the event dubbed 'Great Conjunction'. The two planets were at their closest separation at 0.1° apart. The event was visible with the unaided eye as well. The pictures above include the event as seen from New Delhi, Las Vegas and New York among others.",science
858,1st known case of COVID-19 in non-captive wild mink found in US,"The first known case of COVID-19 in a non-captive wild mink has been confirmed, according to an alert issued by the US Department of Agriculture. The wild mink tested positive around an infected mink farm in Utah. The strain of the virus in the wild mink is ""indistinguishable"" from that in infected mink on farms around the state.",science
859,No need for major alarm over new coronavirus strain: WHO,"WHO has said there is no need for major alarm over the emergence of COVID-19's new variant and that it was a normal part of a pandemic's evolution. WHO officials, citing Britain's data, said they had no evidence that the variant was deadlier than existing strains. Officials said coronavirus mutations had so far been much slower than with influenza.",science
860,Blue Origin receives NASA approval to launch future uncrewed missions,"Amazon Founder Jeff Bezos-owned Blue Origin has received approval from NASA to launch future unmanned scientific and exploration missions aboard its reusable New Glenn launch vehicle. Under the contract, Blue Origin will be able to compete for national security launch contracts. The New Glenn booster is not expected to make its first flight until 2021. ",science
861,ISRO's next PSLV launch to carry spacetech startup Pixxel satellite,"ISRO has announced that the next PSLV-C51 launch will carry the first satellite by spacetech startup Pixxel India, 'Anand', which is an earth observation satellite, in early 2021. Along with Anand, a satellite by Space Kidz India and another by a consortium of universities will be launched. The primary payload of PSLV-C51 will be a Brazilian earth observation satellite 'Amazonia'.

",science
862,'Forever chemicals' used in outdoor gear found in snow on Mt Everest: Study,"""Forever chemicals"" used in water-repellent outdoor gear have been found in snow near Mount Everest's summit, University of Maine reported. A research assistant professor at the university said these human-made PFAS could eventually pose a risk for residents who drink the water. This marks the first time that Everest snow and meltwater has been analysed for PFAS, the professor said.",science
863,US Space Force personnel will be called 'Guardians': Vice Prez,"The members of the US Space Force will be called ""Guardians"", Vice President Mike Pence announced at an event celebrating Space Force's first anniversary. ""The name Guardians connects our proud heritage and culture to the important mission we execute 24/7, protecting the people and interest of the US and its allies,"" the Space Force tweeted. 
",science
864,Potentially damaging surface ozone levels rose in lockdown in UK: Study,The University of York has revealed less traffic on the roads during the first lockdown may have caused potentially damaging surface ozone levels to rise in the UK. The study said levels of nitrogen dioxide fell by 42% on average and surface ozone increased by 11%. The first lockdown levels of O3 were the worst in the South of England.,science
865,Workers from 27 nations building hybrid sailboat for goods to reduce pollution,"Around 200 workers from 27 nations are building a hybrid sailboat, Ceiba, in Costa Rica aiming to transport goods without polluting the environment. Ceiba will rely mostly on wind power with two auxiliary electric engines for manoeuvring in ports and low winds. It will be put into operation in 2022 on routes between Canada, Ecuador and Hawaii.",science
866,Chinese spacecraft brings 1st lunar samples in over 40 years,"China's Chang'e-5 probe successfully landed in the northern Chinese region, bringing back the first lunar rocks and soil retrieved by any country in over 40 years. China is now the third country to have retrieved lunar samples. It will be sharing a portion of the lunar soil with other nations and organisations based on international cooperation conventions.",science
867,New population of blue whales found in Indian Ocean: Researchers,"Researchers have discovered a new population of blue whales in the western Indian Ocean. Every blue whale population sings a unique song and researchers described a new blue whale song heard from the Arabian Sea coast of Oman across to the Chagos Archipelago. Dr Salvatore Cerchio, Visiting Scientist at the New England Aquarium, first recorded the novel song in 2017.",science
868,Novel skin disease in dolphins linked to climate change: Study,"Scientists at The Marine Mammal Center identified a novel skin disease in dolphins that is linked to climate change. Due to decreased water salinity brought upon by climate change, the dolphins develop patchy and raised skin lesions across their bodies. The deadly skin disease was first noted on approximately 40 bottlenose dolphins near New Orleans after Hurricane Katrina in 2005.",science
869,Only 10% of tropical forests left in Indonesia fire-resistant: Study,"A Swansea University's researchers-led study has revealed only 10% of the tropical forests left in Indonesia remains fire-resistant. The rest has been severely fragmented or degraded and therefore is no longer able to maintain a fire-resistant microclimate. An area of tropical forest and peatland larger than the Netherlands has burned in Indonesia in the past five years, according to Greenpeace.",science
