,news_headline,news_article,news_category
172,Scientists discover 2 dwarf giraffes in Namibia and Uganda,"Scientists have found two dwarf giraffes in Namibia and Uganda. The Namibian giraffe is eight and a half feet tall, while the one in Uganda is nine feet and three inches tall. Both have standard long necks but short, stumpy legs. The medical condition that affects them is Skeletal Dysplasia, which the researchers say is rarely seen in wild animals.",science
173,New mutations in malaria parasite behind preventive drug resistance: Study,"LSHTM researchers have said new mutations that enhance resistance to a drug used to prevent malaria in pregnant women and children are already common in countries fighting the disease. Mutations in two genes in the parasite plasmodium falciparum offer resistance to sulfadoxine-pyrimethamine, but recently, mutations related to resistance were discovered in a third gene, pfgch1.",science
174,153-yr-old Patna Met Centre gets centennial observing station status,"The WMO has awarded the status of 'centennial observing station' to the Patna meteorological observatory. ""With this recognition, Patna has joined a niche club of cities having a long-term record of scientific observation in the field of meteorology, climatology and applied science,"" Centre's Director Vivek Sinha said. Patna meteorological observatory was established in 1867.",science
175,Donald Trump permanently banned from Twitter,"Twitter has permanently banned US President Donald Trump's personal account due to the risk of further incitement of violence following the storming of the US Capitol on Wednesday.
The account had more than 88 million followers. This is the first time Twitter has banned a head of state, the company confirmed.",technology
176,Man finds father's image on Google Earth 7 years after his death; pic goes viral,"A man in Japan found an image of his father, who passed away seven years ago, on Google Earth. Twitter user @TeacherUfo said he decided to search for his parents' house on Google as he was feeling bored during the pandemic. ""My father must have been waiting for my mother....My father was a quiet but kind man,"" he wrote.",technology
177,"After Musk tweets 'Use Signal', unrelated stock with similar name surges 1,100%","After Elon Musk endorsed encrypted messaging app Signal tweeting, 'Use Signal,' an unrelated US company called Signal Advance saw its shares jump 1,100%. Signal and Telegram are seeing a sudden increase in demand amid changes to WhatsApp's terms of service. WhatsApp has asked users to agree to let Facebook and its subsidiaries collect user data, including phone numbers and location.",technology
178,Update doesn't change data-sharing practices with Facebook: WhatsApp Head,"WhatsApp Head Will Cathcart in a series of tweets said the new updated policy doesn't change WhatsApp's data-sharing practices with Facebook. He said WhatsApp has updated its policy ""to be transparent and to better describe optional people-to-business features"". ""It does not impact how people communicate privately with friends or family wherever they are in the world,"" Cathcart said.",technology
179,Indian student among winners of NASA app development challenge: Report,"A high school student from Gurugram, Aryan Jain, is among the winners of NASA's Artemis Next Gen STEM-Moon to Mars App Development Challenge, PTI reported. Jain had teamed up with six high school students from the US. The competition was a coding challenge in which NASA presented technical problems to students and sought their contributions to deep space exploration missions.",technology
180,IIT-KGP team makes 5G network system that uses drones for emergencies,An IIT-Kharagpur team has made a UAV-assisted system for 5G that can serve as an airborne mobile telecom tower during emergencies. The system involves an android-based application fitted to a fleet of drones that can create emergency communication networks from closest available mobile towers.The institute said its fleet can be deployed in a particular location through intelligent programming.,technology
181,"Twitter bans Trump's ex-adviser Michael Flynn, other QAnon supporters","Twitter has removed the accounts of US President Donald Trump's former national security adviser Michael Flynn and Sidney Powell, permanently, as part of a broader effort to contain the QAnon conspiracy movement. Their accounts were removed under Twitter's ""coordinated harmful activity"" policy. Ron Watkins, who previously ran 8kun (formerly 8chan) also saw his account removed.",technology
182,Twitter suspends account of Trump's team after permanently banning him,"After permanently banning US President Donald Trump, Twitter suspended his presidential campaign account @TeamTrump. The account was suspended shortly after it posted a statement from Trump accusing Twitter of ""banning free speech"" and coordinating with ""the Democrats and the Radical Left"" to silence him. Twitter also deleted new tweets posted by Trump on his official government account @POTUS.",technology
183,Respect your users: Telegram Founder takes a dig at Facebook,"Telegram Founder Pavel Durov took a dig at Facebook and said he's heard that the social media giant has a department ""devoted to figuring out why Telegram is...popular."" ""[I'll] give away our secret for free: respect your users,"" he said. He also accused WhatsApp of ""covert marketing"" and said there are bots spreading false information about Telegram on social media.",technology
184,General Motors changes logo for 1st time since 1964 to highlight EV focus,"US-based automobile giant General Motors (GM) on Friday unveiled a new corporate logo, its first major logo change since 1964, to highlight its focus on electric vehicles (EVs). The ""m"" in the new logo is a nod to the shape of an electrical plug, the company said. GM has also said it will launch 30 new EVs by 2025-end.",technology
185,BJP IT head Amit Malviya expresses concern over Trump's Twitter ban,"BJP's IT department chief Amit Malviya expressed his concerns over US President Donald Trump's ban from Twitter. ""It has less to do with his views and more to do with intolerance for a differing point,"" he said. Malviya added that deplatforming a sitting US President sets a ""dangerous precedent"" and remarked, ""big tech firms are now the new oligarchs.""",technology
186,Twitter removes Iran's Supreme Leader's vaccine tweet for violation,"Twitter has removed Iran's Supreme Leader Ali Khamenei's tweet suggesting COVID-19 vaccines made in the US and Britain are ""untrustworthy"", saying the post violated its rules. ""Importing vaccines made in the US or the UK is prohibited...It's not unlikely they would want to contaminate other nations,"" Khamenei's tweet read. ""French vaccines aren't trustworthy either,"" he added.",technology
187,"Google bans Parler, a social media app popular with Trump supporters","Google has removed Parler, a social media app that is widely popular with far-right conservatives and Trump supporters, from its Play Store. It said the ""continued posting...that seeks to incite ongoing violence in the US"" led to Parler's removal. Apple issued a similar notice to Parler and gave it 24 hours to implement a content moderation plan.",technology
188,"Tesla shares jump 4.9%, its market value crosses $800B for 1st time","Shares of Tesla jumped 4.9% on January 8, taking its market capitalisation to more than $800 billion for the first time ever. This comes right after Tesla's market value crossed $774 billion, making it Wall Street's fifth most valuable company, just behind Alphabet and ahead of Facebook. Tesla CEO Elon Musk surpassed Jeff Bezos to become the world's richest person.",technology
189,Apple adds more Tesla ex-execs to its self-driving car team: Report,"A ""small team"" at Apple working on its self-driving car has seen the addition of more former Tesla executives, Bloomberg reported. The report said Apple recently hired Jonathan Sive, a vehicle engineer from Tesla and Waymo, as a senior manager on the car project. It also hired former Tesla engineering VP Steve MacManus, who is now working for the project. ",technology
190,Facebook won't have access to our UPI transactions: WhatsApp,"A WhatsApp spokesperson told ET Now that Facebook will not have access to BHIM UPI transactions on WhatsApp and said its updates on policy were ""business as usual"". The WhatsApp privacy policy applies only to WhatsApp Chat and not WhatsApp Payments, which is governed by the WhatsApp India Payments policy, the spokesperson added. WhatsApp's new policy update is mandatory.",technology
191,Bad sign: Mexican Prez after Trump's social media accounts suspended,"Following the suspension of US President Donald Trump's social media accounts, Mexican President Andrés Manuel López Obrador said that it was a ""bad sign"" that private companies could ""silence and censor"" opinion. ""This doesn't bode well and is contrary to freedom,"" he added. Several social media platforms have banned Trump after the riots by his supporters at the US Capitol.",technology
192,Tesla cars' sudden acceleration reports were due to user error: NHTSA,"The US NHTSA has determined the reports of sudden unintended acceleration (SUA) involving four different Tesla models were due to user error. NHTSA is denying a petition to formally review over 6.62 lakh vehicles and potentially recall them. It said there is ""no evidence"" of any fault in the cars' systems that contributed to any of the incidents.",technology
193,Google's decision horrible way to handle situation: Parler CEO on app ban,"Parler CEO John Matze said Google removing Parler from its store for its alleged role in US Capitol violence was a ""horrible way to handle"" the situation. Parler was allegedly used by rioters. Matze also targeted US lawmaker Alexandria Ocasio-Cortez who sought action against Parler. He called her hypocritical, adding she had encouraged rioting from left-leaning protestors in the past.",technology
194,Google antitrust suit US judge to divest funds that own Alphabet stock,The judge hearing the US justice department's antitrust case against Google said he will sell mutual funds he owns that hold stock of Alphabet. He said he learned that some mutual funds held by him and his wife contain Alphabet stock and directed their sale. He added they had not directed funds' purchase and that they were recommended to them.,technology
195,350 Twitter staff asked CEO Dorsey to ban Trump permanently: Report,"About 350 Twitter employees wrote to CEO Jack Dorsey asking for permanent removal of President Donald Trump's account from the platform following his role in the US Capitol violence, the Washington Post reported. ""Our decisions this week will cement our place in history, for better or worse,"" the staff reportedly wrote. Twitter has now permanently banned Trump from the platform.",technology
196,Investor portrayed in 'The Big Short' movie says Tesla shares will fall,"Michael Burry, the investor who got portrayed by Christian Bale in 'The Big Short', has predicted that Tesla's shares will fall. In a tweet, he discussed Tesla's shares rising 8% in a day alone. ""Enjoy while it lasts,"" he added. Tesla recently overtook Facebook to become the world's sixth most valuable company. It is now right behind Google-parent Alphabet.",technology
197,Apple earns record ₹4.7 lakh cr from App Store in pandemic-hit 2020: Report,"Apple made a record ₹4.7 lakh crore ($64 billion) in revenue from its App Store in 2020, according to CNBC. This marks a 28% increase from an estimated $50 billion it generated from the App Store in 2019. In comparison, App Store revenue's estimated increase between 2018 and 2019 was only 3.1%, as per CNBC's analysis.",technology
198,US lawmaker live-streamed on Facebook as he stormed Capitol,"A West Virginia Republican lawmaker Derrick Evans live-streamed a Facebook video of himself and other rioters storming the US Capitol. He later deleted the video from his page. A five-minute video showed Evans walking inside the Capitol shouting ""We're in baby!"" and ""Freedom!"". Over 50,000 people have signed an online petition asking for Evans' removal.",technology
199,UK to probe Google's plan to replace tracking cookies,The UK's Competition and Markets Authority (CMA) has launched an investigation into Google’s proposals to remove third-party cookies and other functions from Chrome. This comes after a coalition of digital marketing firms complained to the CMA about Google’s Privacy Sandbox. The CMA will assess if the Privacy Sandbox would lead to further accumulation of advertising spend in Google's ecosystem.,technology
200,"Australian commentator mistakes Gavaskar for Sachin, video goes viral","Australian commentator James Brayshaw introduced Sunil Gavaskar as Sachin Tendulkar during a channel's commentary for the third Test between Australia and India. ""Sachin Tendulkar, welcome, and also Damien Fleming,"" he was heard saying. ""My apologies Sunil, we were just talking about him a second ago,"" he added. ""I am flattered to be called Sachin Tendulkar,"" Gavaskar joked.",sports
201,F***ing consistency: Tim Paine heard saying on stump mic over umpire's decision,"Australia captain Tim Paine was heard saying 'F***ing consistency, Blocker' to on-field umpire Paul Wilson after a failed review against India's Cheteshwar Pujara. Third-umpire Bruce Oxenford asked Wilson to stay with his decision after evidence from replays couldn't conclude whether Pujara's bat had touched the ball. ""I'm not the third umpire,"" Wilson was heard telling Paine.",sports
202,India need 309 runs on last day to win Sydney Test and take 2-1 series lead,"India ended the fourth day of the Sydney Test against Australia at 98/2 on Sunday, needing another 309 runs to win. Earlier in the day, Marnus Labuschagne's 73, Steve Smith's 81 and Cameron Green's 84 helped Australia declare their second innings at 312/6. India openers Rohit Sharma and Shubman Gill shared a 71-run opening stand in the second innings.",sports
203,"Jasprit Bumrah knocks off bails in frustration, umpire's reaction goes viral","While walking back to the top of his run-up during the fourth day of the Sydney Test, India pacer Jasprit Bumrah knocked off the bails in frustration. Reacting to it, umpire Paul Reiffel stood with both hands on his hips before placing the bails back. ""Absolutely unnecessary...Bumrah should’ve been called back to put them back on,"" a fan tweeted.",sports
204,"Crowd abuses Mohammed Siraj, police kick out spectators as play briefly stopped",The fourth day's play in the Sydney Test between Australia and India was briefly halted after a section of the crowd abused Team India fast bowler Mohammed Siraj. Team India stand-in captain Rahane and Siraj had a word with the umpires after which the police intervened. The play resumed after some spectators were kicked out by the police.,sports
205,"Hooda accuses Krunal of abusing and insulting him, withdraws his name from team","Deepak Hooda, who was named Baroda vice-captain for the upcoming Syed Mushtaq Ali Trophy, has withdrawn his name from the tournament after having a heated argument with captain Krunal Pandya. In a mail written to the Baroda Cricket Association (BCA), Hooda said that Krunal abused and insulted him while practising. As per a report, Krunal also threatened Hooda.",sports
206,"Mohammed Siraj ducks even before Pat Cummins releases ball, pic goes viral","India pacer Mohammed Siraj ducked even before Australia pacer Pat Cummins bowled a delivery to him during the first innings of the Sydney Test. Reacting to a picture that went viral, a fan tweeted, ""Don't blame him. Too many short balls."" Another fan wrote, ""I guess his survival instinct kicked in. Better to duck than to lose your arm bone.""",sports
207,"Broadcaster apologises after Warne, Symonds mock Labuschagne in foul-mouthed chat","Kayo Sports, a streaming arm of Cricket Australia's broadcast partners, apologised after cricketers-turned-commentators Shane Warne and Andrew Symonds made derogatory remarks about Marnus Labuschagne. ""Our stream started early and caught some unacceptable comments. On behalf of us and the commentary team, we unreservedly apologise,"" Kayo tweeted. ""Just f***ing  bat properly,"" Warne had said.",sports
208,Mysterious 4th stump making an appearance on replays: Aakash on Hawk-Eye,"After a fan spotted an apparent error in Hawk-Eye projection used in an LBW DRS review by India against Australia's Steve Smith, cricketer-turned-commentator Aakash Chopra tweeted, ""Have we heard any clarification from the authorities responsible for this?"" He added, ""The mysterious fourth stump making an appearance on replays."" In the replays, stumps were seen shifted slightly.",sports
209,Have a heart: Kaif to people criticising Pujara for slow batting,"Ex-India batsman Mohammad Kaif has defended Cheteshwar Pujara for slow batting in the ongoing Sydney Test. ""Will this Test go the distance? Did India need to score quickly and declare? Pujara came to Australia after nine months of no cricket. Have a heart, please don't talk about slow rate...remember this is Test cricket not slog overs of...white-ball contest,"" Kaif tweeted.",sports
210,Pujara is almost scared to play a shot: Border on batsman's slowest-ever Test fifty,"Reacting to India batsman Cheteshwar Pujara scoring his slowest-ever Test fifty off 174 balls against Australia, ex-Australia captain Allan Border said, ""He is almost scared to play a shot...He's playing to survive rather than looking to score."" Border added, ""It's like he's stagnated at the crease and it has had a bit of a ripple effect through the Indian batting.""",sports
211,"Cricket has changed, you can't bat so slow: Pragyan Ojha criticises Pujara","Former India spinner Pragyan Ojha has criticised Cheteshwar Pujara for slow batting in the first innings of the Sydney Test. ""You can’t bat so slow, cricket has changed,"" he said. Ojha further said, ""You have to maintain [a certain] pace, you can’t go below that pace. If you do that, your team will face consequences.""",sports
212,"Fan points out 'mistake' in Hawk-Eye during review by India, pic goes viral","A fan spotted an apparent error in Hawk-Eye projection used in an LBW DRS review by India against Australia's Steve Smith in the third Test in Sydney. As per projection, the ball was seen clipping the stumps and the umpire's call stayed with India retaining the review. The fan shared a picture which showed that the stumps were shifted slightly.",sports
213,We're going to make it as hard as possible for Pujara to score: Cummins,"Talking about India batsman Cheteshwar Pujara's 50-run knock off 176 balls during India's first innings at Sydney, Australia pacer Pat Cummins said they're going to make it as hard as possible for Pujara to score. ""It's one of those things. You know (Pujara) is going to hang around. As long as you're controlling the scoreboard...you're not overly bothered,"" he added. ",sports
214,Dhoni second cricketer after Virat Kohli to cross 30 mn followers on Instagram,"Former India captain MS Dhoni is now only the second cricketer after Virat Kohli to have over 30 million followers on Instagram. Dhoni, who announced his international retirement in August 2020, has posted only 108 times on the social media platform. Virat Kohli tops the list with over 88.7 million followers while Sachin Tendulkar is third with 27.5 million followers.",sports
215,"Mayank having technique issues now, doesn't mean they'll stay forever: Uthappa","Talking about Mayank Agarwal ex-India batsman Robin Uthappa said the 29-year-old needs to understand what he has to work on and take one step at a time. ""He's someone who has earned Test cap the hard way...you don't play a game well or you've issues with your technique at this point in time, doesn't mean that stays forever,"" he added. ",sports
216,I don't think it was the right approach: Ponting on Pujara's 50 off 176 balls,"Former Australia captain Ricky Ponting has said that India batsman Cheteshwar Pujara's 50-run knock off 176 balls put ""too much"" pressure on his batting partners. ""I don't think it was the right approach, I think he needed to be a bit more proactive with his scoring rate,"" Ponting added. Pujara had scored 16 runs from the first 100 balls.",sports
217,"Whenever Cummins bowls against Pujara, it seems he'll get him out: Agarkar","After Pat Cummins dismissed Cheteshwar Pujara for the fourth time in the ongoing Test series, ex-India pacer Ajit Agarkar said that whenever Cummins bowls against Pujara, it seems he'll get him out. ""Australia bowlers have bowled very well against Pujara. If you see the field as well...they have not given the chance to him in this series,"" he added. ",sports
218,I think India won't make 200 in the second innings: Ponting,Former Australia captain Ricky Ponting said that he believes visitors India won't be able to make even 200 runs in the second innings of the ongoing third Test against Australia at the SCG. Ponting was replying to a question from a fan on Twitter who had asked what would be the good score for Australia to declare.,sports
219,Have to bat in manner I know: Pujara after hitting his slowest Test fifty,"India batsman Cheteshwar Pujara on Saturday scored his slowest ever fifty in Test cricket. Talking about his dismissal off Pat Cummins' delivery, Pujara said it was one of the best balls bowled in the ongoing series. ""The way I got out today...I couldn't have done anything better...I just have to bat in the manner I know to bat,"" he added. ",sports
220,"Pant, Jadeja suffer injuries on Day 3, both taken for scans","India wicketkeeper-batsman Rishabh Pant and all-rounder Ravindra Jadeja were taken to the hospital for scans after they suffered blows on their left elbow and left thumb, respectively, while batting on the third day of the Sydney Test. Pant was replaced by Wriddhiman Saha behind the stumps during Australia's second innings. Jadeja didn't take the field as well.",sports
221,Should be banned for life: Hussey on racial abuse row at SCG,"Ex-Australia cricketer Michael Hussey feels the spectators guilty of racially abusing Indian cricketers Jasprit Bumrah and Mohammed Siraj at the SCG ""should be banned for life"" from stadiums. ""It's terrible behaviour, I can't believe it's still happening in this day and age...The Indians have come here to our shores to entertain us...To treat players like that is unacceptable,"" said Hussey.",sports
222,Unfair to ask Pujara to not play his natural game: Tom Moody,"Former Australia all-rounder Tom Moody said Cheteshwar Pujara can't be pulled up for his slow batting approach on Day 3 of the SCG Test. ""I don't think Pujara at all is the culprit in this case...It would be unfair for the team to be asking him to be playing something which is totally out of his natural style,"" Moody said.",sports
223,Ravichandran Ashwin dismisses David Warner for 10th time in Tests,"Spinner Ravichandran Ashwin on Saturday dismissed Australia batsman David Warner for the 10th time in Test cricket. It is the most Ashwin has dismissed any batsman in the longest format of the game. As for Warner, England's Stuart Broad is now the only bowler who has dismissed him on more occasions than Ashwin. Broad has dismissed Warner 12 times.",sports
224,"Cricket is a gentleman's game, no place of racial abuse: BCCI VP Rajeev Shukla","After Team India management lodged a complaint with match officials over Jasprit Bumrah and Mohammed Siraj being racially abused by ""drunk supporters"" at Sydney Cricket Ground, BCCI Vice President Rajeev Shukla said that these kinds of things are ""not accepted"". ""I think the Australian court should take cognisance of it and these kinds of incidents must be prevented,"" he added. ",sports
225,Pak anti-terrorism court directs arrest of JeM chief Masood Azhar by Jan 18,"A Pakistani anti-terrorism court has given police time till January 18 to arrest Jaish-e-Mohammad (JeM) chief Masood Azhar. The UN-designated terrorist is facing charges of terror financing and selling jihadi literature. The JeM had claimed responsibility for the Pulwama terror attack in 2019, in which around 40 CRPF soldiers were killed.",world
226,Case filed with Delhi Police against man who waved Tricolour at US Capitol riots,"A complaint has been lodged with the Delhi Police against the Indian-American man Vinson Palathingal who waved the Indian flag during riots at US Capitol. ""I request Facebook and Twitter to suspend [his] account...I request the government to take note of this development,"" the complainant said. Vinson had said he was there to protest ""election fraud"" and ""not for violence"".",world
227,Chinese soldier captured at Indian side of LAC in Ladakh,"The Indian Army has said that a Chinese army soldier was apprehended on the Indian side of LAC in Ladakh's South of Pangong Tso lake area. ""The PLA soldier had transgressed across the LAC and was taken into custody by Indian troops,"" it added. The Army stated that the PLA soldier is being dealt with as per laid down procedures.",world
228,"'300 deaths were reported in Balakot airstrike by India,' admits ex-Pak diplomat","During a TV debate, former Pakistani diplomat Zafar Hilaly said that at least 300 deaths were reported in India's Balakot airstrike in 2019, which took place after Pulwama attack. He further slammed Pakistani government and military for not taking decisive action. Hilaly's remarks goes against Pakistan's zero casualty claim at that time.",world
229,Brazil Prez Bolsonaro asks PM Modi to speed up shipment of 2M vaccine doses,"Brazil President Jair Bolsonaro has written to Prime Minister Narendra Modi to expedite a shipment of Oxford-AstraZeneca and Serum Institute of India's Covishield vaccine. ""To enable immediate implementation of our National Immunisation Program, I'd appreciate...the supply to Brazil, with possible urgency and without jeopardizing Indian vaccination program, of 2 million doses,"" said Bolsonaro.",world
230,"Crash site of Indonesia plane that was carrying 62 found, body parts pulled out","Indonesian authorities have said they have found the location where they believe a Boeing 737 passenger plane crashed into the sea shortly after take-off from the country's capital Jakarta on Saturday. The Sriwijaya Air jet was carrying 62 people. Rescuers pulled out body parts, pieces of clothing and scraps of metal from the Java Sea early Sunday morning, officials said.",world
231,Man who was seen stealing podium from US Capitol in viral pic arrested,"A 36-year-old man named Adam Johnson, who was seen stealing a podium in US Capitol during the riots, has been arrested from Florida. He has previously faced possession of marijuana and violation of probation charges, according to reports. Photos on his now-deleted social media accounts showed him posing next to a sign reading 'closed to all tours' inside the Capitol. ",world
232,"Cities slip into darkness after power outage in Pak, govt says 'Ghabrana nahi hai'","Several cities and towns in Pakistan plunged into darkness after a blackout. Outage was reported shortly before midnight almost simultaneously in many cities, Dawn reported. Power Minister Omar Ayub tweeted there was ""sudden drop in frequency in power transmission system from 50 to 0"". ""Follow govt sources for info and Ghabrana Nahi Hai!"" tweeted Pakistan Tehreek-e-Insaf.





",world
233,Heard rioters saying they want to 'hang Pence' during Capitol riots: Photographer,"Reuters photographer Jim Bourg, who was covering the US Capitol riot, said that he heard at least three different rioters say that they ""hoped to find Vice President Mike Pence and execute him by hanging him from a Capitol Hill tree as a traitor"". ""Many more were just talking about how the VP should be executed,"" he added.",world
234,Spain sees its worst snowstorm in 50 years; people left trapped in cars,"The Spanish government has urged people to stay at home after at least four people died during the worst snowstorm to strike the country in 50 years. Hundreds of motorists were left trapped in their cars as Storm Filomena hit the country on Friday. ""The situation is serious and we can't ignore it,"" Transport Minister José Luis Ábalos said.",world
235,"Trump, his family seen celebrating shortly before US Capitol siege; video viral","US President Donald Trump, his daughter Ivanka, son Donald Trump Jr and others were seen celebrating and dancing at an event shortly before the US Capitol siege. A video clip of the celebration has gone viral on social media. Mobs of Trump supporters had attacked the Capitol by scaling walls, smashing windows and damaging offices of American lawmakers.",world
236,"I saw the Indonesian plane crashing into sea, it exploded in water: Fisherman","A fisherman, named Solihin, told BBC that he had been at sea and witnessed the Indonesian plane crashing into water. ""The plane fell like lightning into the sea and exploded in the water. It was pretty close to us, the shards of a kind of plywood almost hit my ship,"" he added. The plane crashed shortly after take-off from Jakarta.",world
237,"Boeing 737 plane in Indonesia falls 10,000 ft within 5 minutes, loses contact","Sriwijaya Air Flight 182 lost contact with Indonesia's aviation authorities minutes after taking off from capital Jakarta, officials have said. The plane was a Boeing 737-500 series and it dropped from almost 11,000 feet to 250 feet within five minutes before disappearing from the radar. The plane was Pontianak-bound.",world
238,Man who wore bearskin headdress and horns charged in US Capitol riots,"Jacob Anthony Chansley, who was seen wearing a bearskin headdress and horns, has been charged in US Capitol riots. Chansley was charged with knowingly entering or remaining in any restricted building or grounds without lawful authority, and with violent entry and disorderly conduct. He carried a spear, approximately 6 feet in length, with American flag tied just below the blade.",world
239,"Indonesian plane that went missing was carrying 62 people, suspected debris found","Sriwijaya Air Flight 182, that lost contact with Indonesia's aviation authorities minutes after taking off from capital Jakarta, was carrying 62 people, including 12 crew members. Rescuers have said that suspected debris has been found in the sea off the city but it's not yet confirmed that it came from the missing flight.",world
240,Israel PM Netanyahu receives 2nd dose of COVID-19 vaccine,"Israel Prime Minister Benjamin Netanyahu received the second dose of the Pfizer/BioNTech COVID-19 vaccine after becoming the first Israeli to be inoculated last month. He was administered the second dose along with Health Minister Yuli Edelstein. Israel has reported 4,85,434 COVID-19 cases, while the death toll stands at 3,645, according to data from Johns Hopkins University.",world
241,Indian students advised to study online as China refuses to permit flights,"Indian students studying in Chinese universities have been advised to study online after China refused to permit charter flights between the two countries owing to the resurgence of COVID-19 cases in China. China has said that the restrictions in place are ""not likely to be relaxed in the coming months"", as per the Indian Embassy in Beijing.",world
242,Saudi Arabia's King receives first dose of Pfizer COVID-19 vaccine,"Saudi Arabia's King Salman bin Abdulaziz on Friday received his first dose of COVID-19 vaccine. Sharing a picture of the Saudi King getting vaccinated, Health Minister Tawfig AlRabiah said that the government would provide free COVID-19 vaccines to its citizens and residents. The country began the mass vaccination drive against COVID-19 with the Pfizer-BioNTech vaccine on December 17. ",world
243,Bad sign: Mexican Prez after Trump's social media accounts suspended,"Following the suspension of US President Donald Trump's social media accounts, Mexican President Andrés Manuel López Obrador said that it was a ""bad sign"" that private companies could ""silence and censor"" opinion. ""This doesn't bode well and is contrary to freedom,"" he added. Several social media platforms have banned Trump after the riots by his supporters at the US Capitol.",world
244,"Twitter bans Trump's ex-adviser Michael Flynn, other QAnon supporters","Twitter has removed the accounts of US President Donald Trump's former national security adviser Michael Flynn and Sidney Powell, permanently, as part of a broader effort to contain the QAnon conspiracy movement. Their accounts were removed under Twitter's ""coordinated harmful activity"" policy. Ron Watkins, who previously ran 8kun (formerly 8chan) also saw his account removed.",world
245,BSF hands over to Pakistan 6 youths who crossed border,"The Border Security Force on Saturday handed over six Pakistani nationals, who had ""inadvertently"" crossed over to the Indian side. The six were nabbed by a patrol from near the Pul Moran border post in Amritsar. They were painters employed to paint a school at a border village in Pakistan and had crossed over inadvertently while on their evening walk.",world
246,Trump's post-election actions will be judged harshly by history: Haley,"US' ex-ambassador to UN Nikki Haley has said President Donald Trump's ""actions since Election Day will be judged harshly by history"", adding he has ""not always chosen the right words"". He was ""badly wrong"" with his words as rioters stormed the Capitol on Wednesday, Haley added. She made these comments during a meeting of the Republican National Committee on Thursday. ",world
247,Trump-nominated World Bank chief 'deeply appalled' by Capitol violence,"World Bank President David Malpass, a former adviser to President Donald Trump, told his staff he was ""deeply appalled"" by the storming of the Capitol by Trump supporters on Wednesday. Malpass was appointed in April 2019 after being nominated by Trump for a five-year term. He also assured his staff that the bank was working to ensure their security.",world
248,Trump supporters who stormed US Capitol are domestic terrorists: Biden,"US President-elect Joe Biden has said President Donald Trump's supporters who stormed the US Capitol on Wednesday were a ""bunch of thugs"" and ""domestic terrorists"". He added that the rioters should be prosecuted. The authorities should be held accountable for the failures in preventing the violence and it should be made sure that this never happens again, Biden further said. ",world
249,Will expel UN nuclear inspectors unless sanctions are lifted: Iran lawmaker,"Iran will expel United Nations nuclear watchdog inspectors unless US sanctions are lifted by February 21, an Iranian lawmaker said. Government has said that it will implement a law passed in parliament that allows it to stop inspections of its nuclear sites and step up uranium enrichment beyond limit set under Tehran's 2015 nuclear deal if sanctions are not eased.",world
250,"When India stood against terror, world got courage to face challenge: PM","Addressing the inauguration of the 16th Pravasi Bharatiya Divas Convention on Saturday, PM Narendra Modi said, ""When India stood in the face of terrorism, the world too got the courage to face this challenge."" Meanwhile, he added, ""People said that....democracy is impossible in the country but the truth is that India stands together with a strong and vibrant democracy today.""",politics
251,"I'm sure farm unions will think about farmers' welfare, reach a solution: Tomar","Union Agriculture Minister Narendra Singh Tomar on Wednesday said he is sure the farmer unions that are protesting against the farm laws will think about the welfare of farmers and arrive at a solution through a discussion. He said, ""The government of India is committed to the welfare of farmers."" Farmers will hold a tractor march around Delhi on Thursday.",politics
252,Why are we still doing mock COVID-19 vaccination drills: Omar Abdullah,"Criticising the COVID-19 vaccination dry runs that were conducted in states and UTs, National Conference leader Omar Abdullah on Friday tweeted, ""Why are we still doing mock drills?"" He added, ""The vaccines were given emergency approval more than 4 days ago. Many other countries started administering the first doses within hours of granting emergency approval. What's the hold up now?""",politics
253,PM inaugurates 306-km Rewari-Madar section of Western Dedicated Freight Corridor,PM Narendra Modi on Thursday inaugurated the 306-km long New Rewari-New Madar section of the Western Dedicated Freight Corridor. This section of the freight corridor is situated in Haryana and Rajasthan. PM Modi also flagged off the world's first Double Stack Long Haul 1.5-km long container train hauled by electric traction from Haryana's Ateli to Rajasthan's Kishangarh through video conference.,politics
254,U'khand CM apologises to Cong leader after state BJP chief calls her 'budhiya',"Uttarakhand Chief Minister Trivendra Singh Rawat has apologised to the Leader of Opposition in state Assembly after state BJP chief Bansidhar Bhagat called her ""budhiya"". A delegation of Congress leaders led by state party chief Pritam Singh met DGP Ashok Kumar and gave a letter demanding an FIR against Bhagat under appropriate sections for his remaks.",politics
255,Distressed to see news about rioting and violence in Washington DC: PM Modi,"Prime Minister Narendra Modi on Thursday tweeted, ""Distressed to see news about rioting and violence in Washington DC. Orderly and peaceful transfer of power must continue."" He added, ""The democratic process cannot be allowed to be subverted through unlawful protests."" This comes after US President Donald Trump's supporters stormed the US Capitol and disrupted electoral count.",politics
256,"Storming of US Capitol condemnable, will try to speak to Trump: Athawale","Following the storming of the US Capitol by supporters of US President Donald Trump, Union Minister Ramdas Athawale said, ""The incident that took place is condemnable...I will try to speak to Trump over the phone."" Athawale added, ""It's not only an insult to the Republican Party but also to America and democracy. That is why we are expressing our displeasure."" ",politics
