,news_headline,news_article,news_category
751,PM Modi's poster seen at pro-independence rally in Pak's Sindh,"A pro-independence rally in Pakistan's southern Sindh province on Sunday witnessed posters of several world leaders, including Indian PM Narendra Modi. ""Sindh wants freedom from Pakistan,"" the posters read. The rally was held to mark the birth anniversary of GM Syed, a vocal proponent of Sindhudesh or a separate country for the province.",world
752,Indian woman giving parking directions dies as husband accidentally runs over her,"A 45-year-old Indian woman in the UAE died allegedly after her husband accidentally hit her with a car while parking. She was standing in front of the car, giving her husband directions to park it, when the vehicle accidentally raced forward, trapping her against the compound wall, an Indian association's president said. Police are investigating the case.",world
753,We keep a watch on developments: MEA after 'China built village in Arunachal' reports,"After reports claimed that China has built a village in Arunachal Pradesh, External Affairs Ministry said the government keeps a constant watch on all developments having a bearing on India's security. Adding China has undertaken such construction in the past several years along the border, MEA said, ""Our government too has stepped up border infrastructure including the construction of roads.""",world
754,"12 of 22 miners trapped underground for a week alive in China, send note","Rescuers have said that 12 miners trapped underground after an explosion in a Chinese gold mine a week ago are still alive. The workers managed to send a note to rescuers, state media reported. Twenty-two miners were trapped at the Hushan mine near Yantai on January 10 after the explosion that damaged the communications system of the mine.",world
755,"Man found living at US airport for 3 months, says didn't fly due to COVID-19","A 36-year-old California man named Aditya Singh lived at Chicago's O'Hare International Airport for three months before being discovered, the Chicago Tribune reported. Prosecutors said the man told police he was too scared to fly because of COVID-19. Singh was charged with felony criminal trespass to a restricted area of an airport and misdemeanour theft.",world
756,"UK man travels 160 km in COVID-19 lockdown for McDonald's; fined ₹20,000","A 34-year-old UK man who drove 160 kilometres from Luton to Devizes amid a COVID-19 lockdown was fined £200 (almost ₹20,000) by the police. He told the police that he travelled to Devizes ""for a McDonald's"". However, the police said Devizes doesn't have a McDonald's restaurant and called the man's action a ""flagrant breach"" of the regulations currently in place.

",world
757,Israel to share data with Pfizer in return for COVID-19 vaccine doses,"According to a bilateral agreement, Israel will share the medical data gathered from its vaccination drive with Pfizer in return for coronavirus vaccine doses. The objective is to analyse epidemiological data to determine at what point herd immunity is achieved during the vaccination drive, the agreement said. Israeli Health Minister Yuli Edelstein has called it a ""classical win-win"" situation.",world
758,Expect global COVID-19 deaths to cross 1 lakh a week very soon: WHO,"Global deaths from COVID-19 are expected to top 1 lakh per week ""very soon"", from over 93,000 reported last week, the World Health Organization's (WHO) emergencies programme head Mike Ryan said. The Americas accounted for around 47% of current deaths, he added. Ryan also said, ""Currently our epidemiological situation is dynamic and uneven, it's further complicated by variants.""",world
759,Ready to delay our Pfizer doses to ensure poor nations get vaccine: Mexico,"Mexico has agreed with a UN proposal to delay receiving shipments of Pfizer's coronavirus vaccine in order to ensure equitable distribution to poor countries, Mexican President Andrés Manuel López Obrador said. The delay in shipments won't affect vaccinations in Mexico ""because we're already seeking out other vaccines"", he added. ""We are going to have enough vaccines,"" Obrador further said.",world
760,Biden's goal of 100mn vaccinations in 100 days absolutely doable: Fauci,"Top US infectious diseases expert Anthony Fauci has said President-elect Joe Biden's goal of delivering 100 million doses of COVID-19 vaccine within 100 days of his presidency ""is absolutely a doable thing"". Two new vaccines under development by AstraZeneca and Johnson & Johnson could ""very soon"" be presented to regulators for approval, which would increase pace of vaccinations, Fauci added.",world
761,Twitter suspends US lawmaker's account over election fraud claims,"Twitter has temporarily suspended the account of Republican US Representative Marjorie Taylor Greene after she posted several tweets alleging voter fraud in Georgia during the presidential election. Greene's account ""has been temporarily locked out for multiple violations"" of the 'civic integrity policy', a Twitter representative said. Greene accused the company of suppressing conservative voices.",world
762,Russian opp'n leader remanded in custody until Feb 15: Spokeswoman,"A Russian judge on Monday ordered opposition leader Alexey Navalny, who returned to Russia from Germany on Sunday after five months, to be remanded in custody until February 15, his spokeswoman tweeted. ""Don't be afraid, take to the streets. Don't go out for me, go out for...your future,"" Navalny said. Navalny was poisoned with a nerve agent in August 2020.",world
763,"Pakistan, Turkey are 2 countries but 1 nation: Pak Air Force chief","The head of Pakistan Air Force (PAF), Air Chief Marshal Mujahid Anwar Khan, said, ""Pakistan and Turkey are two countries, [but] one nation."" The two countries ""not only share common culture and faith but also have similar interests and challenges"", he added. Pakistan fully supports Turkey on its regional issues, he further said. ",world
764,US travel bans will stay: Biden team despite Trump's order to lift them,"US President-elect Joe Biden's Press Secretary Jen Psaki said that US will maintain coronavirus-related travel bans on much of EU and Brazil, despite an order from President Donald Trump to lift them. The White House had said the ban would end on January 26, six days after Biden takes office. US imposed travel restrictions on Europe and Brazil last year. ",world
765,Museum of London acquires Donald Trump baby blimp,"The Museum of London has acquired the blimp depicting US President Donald Trump as a baby. The blimp was first flown over London during protests against Trump's visit to the UK in 2018. ""By collecting the...blimp, we can mark the wave of feeling that washed over [London] that day and capture a particular moment of resistance,"" the museum's director said.",world
766,Biden should hold talks with North Korea: South Korean President,"US President-elect Joe Biden should hold talks with North Korea to build on progress that President Donald Trump had made with leader Kim Jong-un, South Korean President Moon Jae-in has said. Moon said he plans to promote North Korea as Biden's foreign policy priority. Notably, the second summit between Trump and Kim in February 2019 had ended in failure.",world
767,US officials to face sanctions for 'nasty behaviour' over Taiwan: China,"China's Foreign Ministry on Monday announced its decision to impose sanctions on US officials who have engaged in ""nasty behaviour"" over Taiwan. However, China did not specify the names of the US officials under sanction and the nature of the sanctions. This comes after the US eased restrictions on exchanges between US and Taiwanese officials. ",world
768,State executions in Saudi Arabia declined by 85% in 2020: Report,"The number of people executed by Saudi Arabia declined by around 85% in 2020, after 27 people were executed as compared to 184 in 2019, a report said. A moratorium on death penalties for drug-related offences was partly responsible for the decline, the Saudi rights commission said. Reportedly, Saudi Arabia had carried out the third-highest number of executions in 2019.",world
769,European Council Prez urges Russia to release Putin critic Navalny,"European Council President Charles Michel on Sunday urged Russian authorities to immediately release opposition leader Alexey Navalny who was arrested following his return from Germany. A critic of President Vladimir Putin, Navalny was arrested by Russian detention authority after landing in Moscow for multiple probation violations. ""The detainment of Alexey Navalny is unacceptable,"" Michel said.",world
770,Lockdown at US Capitol over security concerns lifted,"The lockdown imposed at the US Capitol complex on Monday over security concerns due to a fire in a homeless encampment nearby has been lifted. ""There is no threat to the public,"" the Secret Service tweeted. The US Capitol Police said that the lockdown was ordered, during a rehearsal for President-elect Joe Biden's inauguration, out of an abundance of caution.",world
771,I'll defeat Mamata in Nandigram by 50k votes or quit politics: BJP's Adhikari,"BJP leader Suvendu Adhikari on Monday said he'll quit politics if he does not defeat West Bengal CM Mamata Banerjee by 50,000 votes from Nandigram in the state assembly elections. His statement came after Mamata Banerjee announced she will be contesting from Nandigram constituency. Adhikari also said that TMC is no longer a political party and has become a company.",politics
772,I will contest from Nandigram seat in Bengal Assembly polls: CM Mamata,"West Bengal CM Mamata Banerjee on Monday announced that she would contest from Nandigram seat in the upcoming state Assembly elections. ""I am not neglecting Bhowanipur, my original constituency. If possible, I'll contest from both seats,"" she said at a rally. Suvendu Adhikari, who recently joined BJP, had won from Nandigram in 2016 as a TMC candidate.",politics
773,"Attempts to intimidate: SAD after NIA summons farmer leader, actor","Shiromani Akali Dal (SAD) chief Sukhbir Singh Badal said the Centre is trying to intimidate farmers through NIA after farmers' leader Baldev Singh Sirsa and Punjabi actor Deep Sidhu were summoned among 40 others. ""Strongly condemn Centre's attempt...They aren't anti-nationals. And after failure of talks...it's absolutely clear that GOI is only trying to tire out farmers,"" Badal tweeted.",politics
774,"Insult to Kannada: Kumaraswamy as Shah unveils Hindi, Eng plaques in K'taka","Former Karnataka CM HD Kumaraswamy has criticised Home Minister Amit Shah for unveiling Hindi and English plaques and 'ignoring' Kannada during foundation laying ceremony for campus of CRPF's RAF in Shivamogga. Calling Kannada's exclusion ""unpardonable"", Kumaraswamy said, ""Those who tolerate insult to dignity, honour of land [and] its language aren't fit to hold reigns of state's administration.""",politics
775,3 District Secretaries of Rajinikanth's party join DMK in Chennai,"Three District Secretaries of actor Rajinikanth's political party Rajini Makkal Mandram joined Dravida Munnetra Kazhagam (DMK) in presence of party chief MK Stalin in Chennai on Sunday. This comes after Rajinikanth announced he won't be entering politics or fighting Tamil Nadu Assembly elections. Rajini Makkal Mandram's District Secretaries for Thoothukudi, Ramanathapuram and Theni joined DMK.",politics
776,Yediyurappa will be removed from CM post after April: Siddaramaiah,"Congress leader Siddaramaiah on Sunday said that BJP's high command will remove Yediyurappa as the Chief Minister of Karnataka in April this year. Siddaramaiah's statement comes a day after Home Minister Amit Shah said Yediyurappa would continue as the CM and complete his term till 2023. ""I'm saying this based on credible information from my sources in RSS,"" Siddaramaiah added.",politics
777,Stones pelted at BJP workers during party's roadshow in Kolkata,"Stones were hurled at Bharatiya Janata Party workers during a roadshow in Kolkata on Monday. The workers were part of a rally attended by Union Minister Debasree Chaudhuri, state BJP chief Dilip Ghosh and BJP leader Suvendu Adhikari. ""These tactics won't work because people of West Bengal are with us and they want a change,"" Adhikari said after the incident.",politics
778,I can't even kiss my wife because of pandemic: Farooq Abdullah,"National Conference chief Farooq Abdullah on Sunday said he can't even kiss his wife because of the coronavirus pandemic. He added, ""There is no question of a hug, though the heart wants it. I am sincere in my words."" Speaking at a book-release function in Jammu, Abdullah said one is even afraid of a handshake in the current situation.",politics
779,Would have held your collar had you not been a woman: Cong MLA threatens SDM,"A video has surfaced online, showing Congress MLA Harsh Vijay Gehlot threatening Sub-Divisional Magistrate Kamini Thakur in Madhya Pradesh's Ratlam. ""Had you not been a woman, I'd have held you by the collar and then handed the memo to you,"" Gehlot said. The incident reportedly took place after Thakur took time to step out of office to accept Gehlot's memorandum.",politics
780,Shiv Sena will contest in West Bengal election: Sanjay Raut,"Shiv Sena leader Sanjay Raut on Sunday took to Twitter to formally announce the decision of contesting in the upcoming election of West Bengal. ""After discussions with Party Chief Shri Uddhav Thackeray, Shiv Sena has decided to contest the West Bengal Assembly Elections,"" he added. ""We are reaching Kolkata soon,"" the Shiv Sena leader tweeted.",politics
781,Will support Mamata Banerjee in Bengal Assembly polls: Akhilesh,"Samajwadi Party (SP) chief Akhilesh Yadav on Monday extended his party's support to Trinamool Congress (TMC). ""We will support Mamata Banerjee in the West Bengal Assembly elections to defeat Bharatiya Janata Party (BJP) who wants to win by spreading hatred,"" Akhilesh said. ""In 2017 as well, they (BJP) won in Uttar Pradesh by propagating hatred,"" he added.",politics
782,Over 80% voter turnout in polling for 649 gram panchayats in Pune,"Pune District Collector Rajesh Deshmukh has said that polling in 649 gram panchayats have recorded over 80% voter turnout. ""The gram panchayat elections are very closely contested and one expects a high turnout...All the COVID-19 protocols were followed,"" Deshmukh said. He further said that the polling took place in a peaceful manner in the entire district.",politics
783,UP govt to take back 173 acres of land of Azam Khan's Jauhar Trust,"Rampur district administration has passed an order to take back 173 acres of land of Jauhar Trust, headed by SP leader Azam Khan and his family, and register it in Uttar Pradesh government's name. The court found that the trust was not following conditions set by the UP government during sale of the land in 2005, ADGC (Revenue) said.",politics
784,Shiv Sena-led coalition govt not affected by allegations: Sanjay Raut,"Shiv Sena MP Sanjay Raut has said that the Shiv Sena-led coalition government is too strong to be affected by allegations levelled by the Opposition against the Maha Vikas Aghadi leaders. ""As soon as something happens, [Opposition starts] demanding resignations...We too will have to demand the resignation of Prime Minister Narendra Modi every day over farmers' agitation,"" Raut said.",politics
785,Mamata Banerjee will have to take refuge in Bangladesh after WB polls: UP Min,"Uttar Pradesh Minister Anand Swarup Shukla said on Sunday that West Bengal CM Mamata Banerjee is an ""Islamic terrorist"". ""[She'll] be defeated badly in the Assembly polls after which she'll have to take refuge in Bangladesh,"" he added. Shukla further said that Muslims who say ""Bharat Mata ki Jai"" and ""Vande Mataram"" will be honoured in the country.",politics
786,Lalu criticises Nitish government over increasing crime rate in Bihar,"Citing a report, Rashtriya Janata Dal chief Lalu Prasad Yadav criticised CM Nitish Kumar's government over rising crime rate in Bihar. ""A total of 1,15,216 cases of crime were reported in the last year of RJD government in 2004, while under Nitish Kumar's government in 2019, crime figures increased to 2,69,096, more than double,"" Lalu tweeted.",politics
787,Army boosted country's morale during standoff with China: Rajnath,"Defence Minister Rajnath Singh on Saturday said, ""The charismatic performance by the [Indian] Army during the India-China standoff boosted the morale of the country and also enabled the citizens to hold their heads high."" Singh said this while addressing a gathering during the foundation stone laying ceremony of a new Command Hospital in Lucknow. ",politics
788,Aurangabad is Sambhajinagar for us and will remain so: Sanjay Raut,"Shiv Sena MP Sanjay Raut said that Aurangabad is Sambhajinagar and will remain so for the party amid opposition from Congress over renaming the district. ""It's a matter of people's feelings, so we can discuss it, but decision has been taken,"" he added. Shiv Sena in its mouthpiece Saamana said, large section of people are in favour of name change. ",politics
789,Cong calls for 12-hr state-bandh after attack on Tripura party chief,"In response to an attack on state party chief Pijush Kanti Biswas' vehicle, the Tripura Congress has called for a 12-hour state-bandh on January 19. Congress has alleged that the BJP workers were behind the attack. ""It was a murder attempt. We don't support violence and are protesting peacefully,"" a Congress worker said. ",politics
790,"CEC, ECs to visit Assam for 3 days to check election preparedness","A delegation comprising Chief Election Commissioner (CEC) Sunil Arora, and Election Commissioners (ECs) Rajiv Kumar and Sushil Chandra will depart for Assam today to take stock of election preparedness ahead of Assembly polls. The officials will be on a three-day visit, and reportedly will hold meetings with Assam CEO Nitin Khade and state machinery to discuss poll-related matters amid COVID-19.",politics
791,Cannot  afford our voter base to shrink: Mumbai Cong President,"Mumbai Congress President Ashok Arjunrao Jagtap said that their 'My Mumbai, My Congress' campaign aims at reaching out to ""people and party workers"" to understand their issues. Talking to The Indian Express, he further said Congress ""can't afford"" their north Indian voter base to ""shrink"". ""There are other reasons also why we need to connect better with [them],"" Jagtap added.",politics
792,"JD(U) student wing leader shot at in Patna, condition critical","A Janata Dal (United) student wing leader was allegedly shot at by criminals in Bakhtiyarpur area of Bihar's Patna on Sunday, police said. The victim, identified as Alok Tejashwi, has been admitted to a hospital and his condition is said to be critical. Tejashwi is the President of the youth unit of the party in Patna district rural.",politics
793,Free to join any party: Rajini Makkal Mandram as some members move to DMK,"Rajini Makkal Mandram (RMM) has announced that its members are free to join any other political party of their choice after tendering a resignation. The statement came after three district secretaries of the party joined Dravida Munnetra Kazhagam (DMK) on Sunday. ""They shouldn't forget they are always Rajinikanth fans even if they join other parties,"" RMM leader VM Sudhakar said.",politics
794,TMC engages in disaster management to stop leaders from leaving: BJP,"West Bengal BJP president Dilip Ghosh on Sunday said, ""TMC engages in disaster management to convince its leaders not to leave the party."" ""No credibility is left with TMC. Leaders and workers are fleeing from the party. It is disintegrating,"" he added. Ghosh announced that Union Home Minister Amit Shah will reach Bengal on a two-day visit on January 30.",politics
795, MP Satabdi Roy named Vice-President of TMC's West Bengal unit ,"After TMC MP Satabdi Roy met CM Mamata Banerjee's nephew Abhishek Banerjee, the actress-turned-politician was on Sunday named the Vice-President of the party's West Bengal unit. ""If you take up the matter concerning the party with the top leadership, it is addressed. This development proves that. I welcome the decision,"" Roy said. ",politics
796,'Tandav' makers apologise after FIR against them for hurting religious sentiments,"'Tandav' director Ali Abbas Zafar took to Twitter to issue an apology on behalf of the cast and crew of the web series after an FIR was filed against them for hurting religious sentiments. ""[We] take cognisance of the concerns expressed by the people and unconditionally apologise if it has unintentionally hurt anybody's sentiments,"" the statement read.",entertainment
797,Some reporting by Republic TV on Sushant case is prima facie contemptuous: HC,"While pronouncing its order on pleas against media trial in Sushant Singh Rajput's death case, Bombay High Court ruled that media trial during an ongoing investigation does impact the investigation. ""Some reporting by Republic TV and Times Now against Mumbai police in the matter are prima facie contemptuous,"" it observed. However, the bench refrained from taking action against the channels.

",entertainment
798,That's just my face: Jennifer Lopez on accusation that she got 'tons of botox',"An Instagram user commented on a video posted by singer Jennifer Lopez and accused her of getting botox. ""[Your] brows and forehead don't move at all when you talk or try to express...you definitely have [tons of] botox,"" the user wrote. Lopez responded, ""LOL that's just my face...For the 500 millionth time…I've never done botox or any injectables or surgery!""",entertainment
799,"Ali Abbas Zafar & others booked over web series 'Tandav', warned of arrest","An FIR was registered in Lucknow against director Ali Abbas Zafar, Amazon Prime Video's India head of original content Aparna Purohit, producer Himanshu Mehra, writer Gaurav Solanki and others for allegedly hurting religious sentiments. They've been booked over web series 'Tandav'. ""Preparations for arrest soon!!"", tweeted Shalabh Mani Tripathi, UP CM Yogi Adityanath's Media Adviser.",entertainment
800,Sajid once asked Jiah to take off her top & read lines in a bra: Late actress' sister,"Late actress Jiah Khan's sister alleged on BBC's 'Death In Bollywood' that Sajid Khan had asked Jiah to ""take off her top"" during rehearsal and read lines in her bra. ""She cried at home...She said, 'I've a contract, if I leave, he'll sue...If I stay...I'll be...harassed, it's a lose-lose situation',"" Jiah's sister stated. Jiah starred in Sajid's 2010 film 'Housefull'. ",entertainment
801,"Woman says Rhea has lost any chance at a B'wood career, Soni Razdan replies","Actress Soni Razdan has come out in support of Rhea Chakraborty after a Twitter user wrote, ""She...has possibly lost any chance at a Bollywood career."" ""She going to jail has...exposed only the people who sent her there and shown that she was...innocent...Why won't anyone work with her? I think she'll do very well. I hope so anyway,"" Soni replied. ",entertainment
802,BJP's Kapil Mishra sends notice to Amazon Prime; seeks removal of 'Tandav',"BJP leader Kapil Mishra on Monday said he has issued a legal notice to Amazon Prime Video asking it to ""immediately remove"" the show 'Tandav' from the platform. If the show is not removed, criminal proceedings will be initiated against the platform, Mishra said. An FIR was also filed in Lucknow against the show's makers for allegedly hurting religious sentiments.",entertainment
803,Tom Hardy breaks London's lockdown rules by visiting gym: Reports,"Hollywood actor Tom Hardy was reportedly spotted outside a closed martial arts school apparently breaking the lockdown rules imposed by the UK government. According to The Sun, the actor was seen outside the building with his workout gear. Reportedly, all gyms have been closed in UK due to the national lockdown, which was announced earlier this month.",entertainment
804,"Alia Bhatt hospitalised for a day, resumes shoot soon after: Reports","According to a report, actress Alia Bhatt was admitted to a hospital in Mumbai on Sunday but resumed the shoot of Sanjay Leela Bhansali's 'Gangubai Kathiawadi' a day later. Bollywood Hungama said quoting a source, ""Due to exertion and exhaustion...she [Alia] was admitted to a hospital. After...regaining strength, she was discharged on the very same day."" ",entertainment
805,UP Police obtains production warrant for comedian Munawar Faruqui,"The Uttar Pradesh Police have obtained and submitted a production warrant at Indore district jail for stand-up comedian Munawar Faruqui, who is accused of making objectionable remarks against Hindu deities. ""On January 7, we served the production warrant at Indore jail and submitted another copy at a court in Indore,"" said investigating officer Inspector Dhakeshwar Singh.",entertainment
806,Ram Charan joins father Chiranjeevi in upcoming film 'Acharya',"Actor Ram Charan will share screen space with his father, actor Chiranjeevi in the upcoming film 'Acharya'. ""Our Siddha is ready. Welcoming our Ram Charan garu onto the sets of Acharya,"" director Koratala Siva tweeted alongside a poster featuring his character from the film. The actor, who tested positive for COVID-19 in December, joined the shoot after recovering from the virus.",entertainment
807,"Haasan to undergo leg surgery, says 'will resume campaign in few days'","Actor-politician Kamal Haasan on Sunday announced that he'll take a break from his professional commitments to undergo a follow-up leg surgery. Ahead of the Tamil Nadu assembly elections, the Makkal Needhi Maiam chief posted on Twitter, ""Now I have an opportunity to take some rest...I'll come back fully rejuvenated within a few days to resume my campaign with renewed vigour.""",entertainment
808,Selena Gomez warned Facebook of US militia groups on its site in Sept '20,"Selena Gomez recently told AP that she had emailed Facebook COO Sheryl Sandberg in September 2020 to warn her of US militia groups operating on Facebook. She had also pointed out several ads relating to election misinformation on Facebook. ""I can't believe you can't check ads before you take money...you shouldn't be profiting from it,"" Selena wrote in the email.",entertainment
809,I married Javed because he reminded me of my father: Shabana Azmi,"Talking about her husband Javed Akhtar and the reason why she married him, actress Shabana Azmi said, ""I married him because he reminded me of my father."" She further said, ""Together with my parents, Javed is the biggest influence on my life and  thoughts."" Shabana and Javed married in a traditional Muslim ceremony almost 37 years back. ",entertainment
810,Matt Damon joins Chris Hemsworth in 'Thor: Love and Thunder': Reports,"Actor Matt Damon will reportedly share screen space with Chris Hemsworth in the upcoming Marvel film 'Thor: Love and Thunder'. According to reports, the actor is currently in Sydney, where he will be quarantining for two weeks before beginning filming for his role. Matt had a small cameo in 'Thor: Ragnarok' as an Asgardian actor playing Loki in a play.

",entertainment
811,Dulquer Salmaan teams up with R Balki for a thriller film: Reports,"Actor Dulquer Salmaan will reportedly play the lead role in filmmaker R Balki's upcoming thriller movie. The project would mark the first collaboration between Balki and the actor, who made his Hindi film debut with the 2018 Irrfan Khan starrer movie 'Karwaan'. Reportedly, the film is scheduled to go on floors later this year.",entertainment
812,Don't believe in social media trials: Richa on working with Me Too accused Subhash,"Actress Richa Chadha spoke about her decision to work with director Subhash Kapoor, who was accused of sexual misconduct in 2014, in ‘Madam Chief Minister’ and said, ""I don't believe in social media trials. Unlike other [accusations] that were brought to light on Twitter, this case is sub judice."" Richa, however, added that she ""stands by the #MeToo movement"".  ",entertainment
813,Justin Timberlake reveals he welcomed 2nd child with wife Jessica Biel,"During his latest appearance on 'The Ellen DeGeneres Show', singer-actor Justin Timberlake confirmed that he and his wife Jessica Biel have welcomed their second child. ""His name is Phineas. He's awesome and so cute. Nobody's sleeping. But we're thrilled...and couldn't be happier. Very grateful,"" he told Ellen. The couple welcomed their first child, son Silas, in April 2015.",entertainment
814,Show is a work of fiction: Sunil Grover on 'Tandav' controversy,"Commenting on the ongoing controversy surrounding his web series 'Tandav', actor Sunil Grover said, ""This is a work of fiction. Politics, of course, is always a topic of conversation in our country."" He further explained ""The show was shot last year, so a lot of things in it hadn't happened yet in real life. But they happened later.""",entertainment
815,Remove objectionable scenes from 'Tandav' to maintain harmony: Mayawati,"Reacting to the controversy surrounding the Saif Ali Khan starrer web series 'Tandav', BSP chief Mayawati called for the removal of ""objectionable"" scenes. ""Protests are being lodged for some areas that hurt religious and ethnic feelings...in respect of which, whatever is objectionable, it'll be appropriate to remove it so that the environment of peace and harmony...is not spoiled,"" she tweeted.",entertainment
816,I should've gone to police first: Mahesh Manjrekar on road rage incident,"Actor-director Mahesh Manjrekar, who is facing legal trouble for allegedly slapping and abusing a man in a road rage incident, said, ""My car was destroyed. I was on my way to a shooting...My silly mistake. I should have gone to the police first.” He added that the incident is ""very foolish"" and has turned into a ""media circus"". ",entertainment
817,"Tabu's Instagram account hacked, says 'don't click on any link'","After a promotional post was shared on her Instagram account, reportedly without her knowledge, actress Tabu informed her followers that her account has been hacked. ""Hack alert. My account is hacked. Please do not click on any link from my account,"" she wrote on Instagram stories. Recently actresses Urmila Matondkar and Esha Deol's social media accounts were also hacked.",entertainment
818,"Sex without consent is sexual abuse, before and after marriage: Pankaj","Commenting on the issue of sexual abuse, actor Pankaj Tripathi shared his views on the importance of consent in a recent video posted on social media. ""Sex without consent is sexual abuse, before marriage and after marriage,"" he said in the clip. The video also features actors Pratik Gandhi, Vijay Varma, Pavail Gulati, Karan Tacker and Nakuul Mehta. ",entertainment
819,'Bhool Bhulaiyaa 2' shooting schedule revised for Tabu: Reports,"Actors Kartik Aaryan and Kiara Advani's shooting schedule for 'Bhool Bhulaiyaa 2' has been reportedly revised to accommodate actress Tabu's dates. Reportedly, the filming was originally scheduled to start in January end, however, Tabu does not have dates this month to shoot for the sequel to the 2007 film, ETimes reported.",entertainment
820,Happy to welcome another tiny tot: Saif on 2nd child with Kareena ,"Speaking to GQ India about expecting a second child with wife Kareena Kapoor Khan, actor Saif Ali Khan said, ""I am very happy to welcome another tiny tot home before we get old."" He added, ""I’m excited about being a father again. I love children, I love the idea of having their warmth and happiness at home."" ",entertainment
821,Aprilia SXR 160 is here to maximise your life: Piaggio India,"The all-new Aprilia SXR 160 brings together a premium combination of style, performance and extraordinary comfort for an unbelievable riding experience, the company mentioned. Designed in Italy for India, it represents the new Aprilia design philosophy. Here's a ride that will transform your everyday experiences and lead you to maximise every one of them, the company added.",automobile
822,The all-new Volvo S60 is designed to help save lives: Volvo,"Every car, Volvo said, is made to give people the journey of their lives while preparing them for every surprise on the way. The latest luxury sedan, the Volvo S60, lets you rediscover the thrill of driving, be it inside or outside, it is designed to help save lives while helping us keep our promise, it further mentioned.",automobile
823,Own a car without buying it : Revv Subscriptions,"You can now drive a new car every month as Revv provides the option to subscribe to your favourite car for 1-36 months with ₹0 down payment, ₹0 road tax and without the hassle of maintenance and service. The car will be sanitized and delivered to your doorstep ensuring complete safety for you and your loved ones.",automobile
824,"General Motors unveils self-driving, flying Cadillac car concept","General Motors has unveiled a Cadillac-branded autonomous, flying vehicle concept at the 2021 CES show which is capable of carrying passengers from rooftop to rooftop. The single-seater electric vehicle takes off and lands vertically and can travel at speeds of up to 88.5 kmph. The concept is GM's first foray into aerial mobility and unlikely to go into production.",automobile
825,"Tesla enters India, registers itself as a company in Bengaluru","Tesla has marked its entry in India and registered itself as a company in Bengaluru. According to a Registrar of Companies filing, the new entity 'Tesla India Motors and Energy Private Limited' is classified as a subsidiary of a foreign company. Tesla has named Vaibhav Taneja, Venkatrangam Sreeram and David Jon Feinstein as the three directors at the new entity.",automobile
826,As promised: Elon Musk on Tesla's India entry,"Elon Musk has tweeted ""as promised"" in response to a news article about Tesla's entry into India. His response came after it was revealed that Tesla registered a new Indian subsidiary in Bengaluru and named its three directors. Last year, Elon Musk tweeted, ""Next year for sure,"" in response to a user enquiring about Tesla's India entry.",automobile
827,"Tata Motors tweets 'tere mere pyaar ke charche' amid Tesla tie-up rumours, deletes it","Tata Motors Electric Mobility, a division of Tata Motors, on Friday tweeted, ""Aajkal tere mere pyaar ke charche har akhbaar mein, sabko malum hai aur sabko khabar ho gayi!"", while tagging Elon Musk and Tesla, amid rumours of a joint venture between the two. The account, though unverified, is followed by Tata Motors' official handle. The tweet was deleted later.",automobile
828,Who are the three directors in Tesla's new Indian subsidiary?,"Tesla has named Vaibhav Taneja, David Jon Feinstein and Venkatrangam Sreeram as directors in its newly-registered Indian subsidiary, Tesla India Motors and Energy. While Taneja is Tesla's Chief Accounting Officer, Feinstein is Senior Director, Global Trade & New Markets. Sreeram is a Bengaluru entrepreneur who has co-founded automotive tech companies Xenon Automotive and ClearQuote. ",automobile
829,"Tata Motors' 'tere mere pyaar...' tweet sparks Tesla tie-up rumours, firm denies","After a tweet by Tata Motors Electric Mobility, a division of Tata Motors, on Friday sparked rumours of a tie-up with Tesla, the Indian automaker said it ""categorically denies all rumours suggesting the same"". ""We have not taken any decision regarding a strategic partner for our PV business,"" it added. Shares of Tata Motors jumped nearly 7% after the tweet.",automobile
830,Indians seek value for money even in luxury products: Mercedes-Benz India CEO,"Mercedes-Benz India CEO Martin Schwenk said Indians ""look for value for money and that's even in a high-end product."" He also remarked that usage in India is also different compared to other markets as many consumers here prefer the car to be chauffeur-driven. He said balancing between making car equally chauffeur and owner-friendly makes India ""a slightly more difficult market"".",automobile
831,Mahindra & Mahindra cuts over half of its North America workforce: Reports,"Mahindra & Mahindra has reportedly cut over half of the workforce at its North American unit, which had over 500 employees in early 2020. Affected positions include engineers and manufacturing jobs at its Detroit plant that produces Roxor, as well as sales executives. Mahindra cited COVID-19 and a legal battle with Fiat Chrysler over an earlier Roxor model for layoffs.",automobile
832,"Apple, Hyundai to sign EV deal by March, start production by 2024: Report","Apple and Hyundai Motor plan to sign a partnership deal on autonomous electric vehicles (EVs) by March and start production as soon as 2024 in US, Korea IT News reported. The companies also plan to introduce a ""beta version"" of Apple cars next year, the report added. Earlier, Hyundai confirmed it was in talks with Apple, before retracting the statement.",automobile
833,US carmakers ask for government's help amid global chip shortage,"The AAPC, a lobbying organisation for GM, Ford Motor and US operations of FCA, has asked the US government to help find a solution to the global chip shortage. It said the issue could diminish automakers' production and affect the US economy negatively. AAPC President Matt Blunt said he has also begun ""nascent"" discussions with the President-elect Joe Biden's administration.",automobile
